User_Id,Posted,Item_Id,Recommend,Year,Sentiment_Analysis
Azorex,2015-01-09,570,True,2015,1
Azorex,2015-01-20,295110,True,2015,1
76561197996426598,2013-11-07,212680,True,2013,2
76561197996426598,2013-03-23,48700,True,2013,2
76561197996426598,2013-01-03,207610,True,2013,1
15511551,2014-09-19,730,True,2014,2
15511551,2014-03-08,12900,True,2014,1
15511551,2014-03-08,241600,True,2014,1
15511551,2013-05-14,440,True,2013,2
76561198022736341,2015-12-03,730,True,2015,2
AzzX,2011-12-27,72850,True,2011,1
AzzX,2011-10-18,24980,True,2011,2
AzzX,2011-06-08,22350,True,2011,1
AzzX,2011-06-02,20920,True,2011,1
AzzX,2011-05-29,620,True,2011,1
AzzX,2011-04-15,20900,True,2011,2
AzzX,2010-12-20,58540,True,2010,2
A_Drunk_Chicken,2014-12-16,218620,True,2014,1
76561198066845155,2014-07-15,260230,True,2014,1
76561198081631721,2014-12-31,286160,True,2014,1
alyboxie,2015-04-02,319630,True,2015,1
alyboxie,2014-06-29,238460,True,2014,1
alyboxie,2013-11-05,61310,True,2013,1
alyboxie,2013-01-30,440,False,2013,1
alyboxie,2012-08-27,32340,True,2012,2
76561198085151512,2015-04-04,4000,True,2015,2
76561198064135570,2015-06-30,351640,True,2015,1
76561198036740385,2013-06-05,221260,True,2013,2
1800-Ricohut,2015-11-21,417860,True,2015,1
1800-Ricohut,2014-01-01,550,True,2014,1
1800-Ricohut,2014-03-12,91600,True,2014,1
1800-Ricohut,2013-12-27,620,True,2013,2
1800-Ricohut,2015-07-22,208650,False,2015,0
76561198056942792,2015-04-24,265630,False,2015,1
AciidxWarrior,2015-05-29,298630,True,2015,1
76561198098113275,2014-08-12,440,True,2014,1
TheGarageMan,2014-02-12,221100,True,2014,1
TheGarageMan,2013-12-26,211820,True,2013,0
TheGarageMan,2013-11-21,224260,True,2013,2
thatdamnplayer,2014-06-08,262410,True,2014,1
thatdamnplayer,2015-04-09,355840,True,2015,0
thatdamnplayer,2013-12-04,51100,False,2013,2
thatdamnplayer,2013-12-02,221640,True,2013,0
76561198039957089,2015-05-14,251870,True,2015,1
spiritofsoup,2014-06-20,212680,True,2014,2
spiritofsoup,2015-06-24,262060,True,2015,1
76561197973196808,2014-11-04,1250,True,2014,1
BADDDDGER,2014-01-05,440,True,2014,1
BagGoneWrongGoneSexual,2015-05-09,730,True,2015,0
BagGoneWrongGoneSexual,2015-07-13,218620,True,2015,1
76561198081332337,2015-01-10,261640,True,2015,1
76561198055911628,2015-08-28,249230,True,2015,1
ballig,2015-06-19,270150,False,2015,1
81447,2014-04-02,230410,True,2014,1
lone_cow,2014-06-27,8930,True,2014,1
BananaCar,2015-02-19,212070,True,2015,2
BananaCar,2015-02-19,244850,True,2015,2
BananaCar,2014-11-23,313160,True,2014,1
BananaCar,2015-02-19,212070,True,2015,2
BananaCar,2015-02-19,244850,True,2015,2
BananaCar,2014-11-23,313160,True,2014,1
BananaChips,2014-09-06,620,True,2014,0
76561198011303077,2015-01-23,234710,False,2015,1
Banditx0r,2014-02-16,208090,True,2014,2
banjo123,2015-10-13,730,True,2015,1
banjo123,2013-12-11,252490,True,2013,2
KelvinTradingCockCompany,2015-12-15,271590,True,2015,1
KelvinTradingCockCompany,2014-12-21,218620,True,2014,1
KelvinTradingCockCompany,2014-07-23,304930,True,2014,2
KelvinTradingCockCompany,2013-12-26,550,True,2013,1
Barbozabrasil,2014-06-23,227300,True,2014,1
synkchronization,2014-06-29,226700,False,2014,1
76561198068976644,2015-12-22,1250,True,2015,1
76561198053887236,2013-07-21,17080,True,2013,1
76561198053887236,2013-06-04,105600,True,2013,1
76561198040660567,2013-12-13,238960,True,2013,1
Snifflez,2013-12-25,34900,True,2013,2
fui312,2014-07-23,440,True,2014,1
fui312,2014-01-25,224540,True,2014,1
fui312,2014-04-14,239220,False,2014,1
fui312,2015-10-05,299360,True,2015,2
76561198033873460,2014-03-20,570,True,2014,1
76561198033873460,2012-11-11,440,True,2012,2
batmancomp,2014-08-02,440,True,2014,2
45685748567857,2015-12-23,440,True,2015,1
Batman4040,2015-01-27,730,True,2015,2
76561198071052616,2015-09-05,232090,True,2015,1
76561198069160320,2015-10-28,304930,True,2015,1
76561198069160320,2015-11-03,231430,True,2015,1
76561198069160320,2015-11-06,249082,True,2015,1
76561198069160320,2014-09-28,730,True,2014,1
76561198069160320,2014-08-01,105450,True,2014,1
76561198069160320,2015-04-14,271590,True,2015,1
76561198069160320,2013-12-07,218620,True,2013,1
WhenWeWereYoungggg,2012-06-04,99910,True,2012,2
WhenWeWereYoungggg,2014-06-02,218620,False,2014,0
76561198036037520,2011-08-19,440,True,2011,1
76561198036037520,2015-11-22,730,True,2015,2
76561198036037520,2014-06-29,4000,True,2014,1
76561198056570401,2015-03-27,440,True,2015,1
76561198056570401,2012-06-08,620,True,2012,2
76561198123465149,2015-06-25,233450,True,2015,1
76561198076076634,2014-03-09,440,True,2014,1
76561198061650250,2014-03-23,263400,True,2014,1
76561198009053218,2014-06-24,4000,True,2014,2
Zamyzam,2013-12-30,42910,True,2013,2
BB_CORN,2014-09-03,200210,True,2014,2
BB_CORN,2014-07-02,1250,True,2014,2
BB_CORN,2014-01-30,99900,True,2014,1
GoodOldJacob,2015-04-02,205350,False,2015,0
GoodOldJacob,2014-11-10,218060,True,2014,2
GoodOldJacob,2015-06-23,306020,True,2015,2
GoodOldJacob,2013-11-11,220,True,2013,2
GoodOldJacob,2015-08-03,310370,True,2015,1
GoodOldJacob,2015-05-29,363970,True,2015,2
GoodOldJacob,2013-12-03,12900,True,2013,1
YourOwnMax,2013-03-09,4000,True,2013,2
YourOwnMax,2013-06-05,550,True,2013,1
YourOwnMax,2014-12-21,620,True,2014,1
YourOwnMax,2013-11-12,209160,True,2013,1
YourOwnMax,2013-11-16,224260,True,2013,1
YourOwnMax,2015-04-23,238460,True,2015,2
YourOwnMax,2013-10-31,113204,True,2013,2
swaggggggg,2013-12-04,238960,True,2013,1
swaggggggg,2015-12-02,221380,True,2015,1
76561198057926017,2015-12-27,310080,True,2015,2
76561198057926017,2015-04-18,289130,True,2015,2
76561198061011055,2015-03-16,48240,False,2015,0
76561198082939654,2014-06-05,218620,True,2014,2
76561198082939654,2014-12-21,241540,True,2014,0
76561198082939654,2014-11-29,50130,True,2014,2
76561198082939654,2014-12-28,227300,True,2014,1
76561198082939654,2014-06-06,63380,True,2014,0
76561198082939654,2014-05-09,440,True,2014,2
nickluvsbacon,2014-03-21,570,True,2014,1
76561198086039782,2015-05-06,730,True,2015,1
76561198080354888,2015-09-21,307780,False,2015,0
76561198080354888,2015-11-24,440,True,2015,2
76561198080354888,2015-01-03,105600,True,2015,2
76561198080354888,2015-06-13,322170,True,2015,0
76561198080354888,2015-12-13,72850,True,2015,1
76561198080354888,2015-04-30,349830,True,2015,2
76561198083213265,2014-01-15,440,True,2014,1
76561197968887720,2015-10-14,262060,False,2015,1
76561197968887720,2011-09-11,91310,True,2011,2
beepsiren,2015-04-12,440,True,2015,0
bieel123,2015-03-27,7670,True,2015,2
volcanopyre,2013-12-09,730,True,2013,2
76561198083247739,2014-12-25,290080,True,2014,2
76561198083247739,2014-08-08,234670,True,2014,1
76561198083247739,2014-01-31,252490,True,2014,2
Bellator1206,2013-09-21,204300,True,2013,1
Bellator1206,2014-03-13,211820,True,2014,1
shotmum,2014-07-13,304930,True,2014,1
shotmum,2013-12-15,440,True,2013,2
iamericcartman,2015-07-20,238460,True,2015,1
76561198046863149,2014-01-04,22230,True,2014,1
76561198047421467,2014-12-12,4000,True,2014,2
benji2d,2013-11-13,203160,True,2013,1
benji2d,2012-08-09,108710,True,2012,1
infinityhz,2015-09-04,282900,True,2015,0
BennanaBen,2014-04-14,108600,True,2014,2
BennanaBen,2014-11-12,8190,True,2014,2
BennanaBen,2014-05-24,65800,True,2014,2
76561198043775789,2014-06-21,236850,True,2014,1
bennytrev,2014-12-21,220200,True,2014,1
bennytrev,2015-07-21,218230,False,2015,1
bennytrev,2014-02-15,259080,True,2014,2
76561198073039037,2014-12-06,221640,True,2014,1
76561198073039037,2015-09-06,393410,False,2015,1
Wing_IKU,2015-11-02,233610,True,2015,2
Wing_IKU,2015-07-05,105600,True,2015,2
BerserkDragon,2015-03-23,261570,True,2015,1
76561198025912095,2012-10-03,440,True,2012,1
76561198041964530,2014-07-12,48700,True,2014,1
76561198095674132,2013-11-26,105600,True,2013,2
76561198045540232,2015-09-29,20900,True,2015,2
76561198045540232,2015-04-25,91310,True,2015,1
76561198045540232,2014-12-05,238430,True,2014,1
76561198045174821,2014-06-21,265630,True,2014,1
76561198083484293,2015-02-06,730,True,2015,2
Biatchplz,2014-02-08,113200,True,2014,1
76561198106923993,2014-10-19,440,True,2014,2
76561198106923993,2014-08-15,730,True,2014,2
biendeo,2013-05-17,225140,True,2013,2
biendeo,2015-01-02,43110,False,2015,1
TTDrak,2014-02-28,248820,True,2014,1
bigfoot57,2015-02-28,8930,True,2015,2
bigfoot57,2015-02-13,105600,True,2015,1
bigfoot57,2015-02-13,304930,True,2015,1
bigfoot57,2013-12-10,440,True,2013,1
Jeff_is_Back,2015-05-25,72850,True,2015,2
76561198079330474,2015-05-05,48700,True,2015,1
76561198079330474,2014-02-12,208090,True,2014,2
cakeandstuff,2014-10-04,247730,True,2014,1
PSLOVER9,2015-08-29,351800,True,2015,1
PSLOVER9,2015-07-16,369580,True,2015,2
76561198042250524,2014-09-19,49520,True,2014,2
williamborowiak,2015-03-25,233450,True,2015,1
76561198056935561,2014-08-14,304930,True,2014,2
76561198056935561,2015-01-08,221100,False,2015,1
76561198067894752,2015-10-22,295110,True,2015,1
76561198067894752,2015-10-22,295110,True,2015,1
frosty0wnz6,2015-05-23,295110,True,2015,1
mossizaza2611,2015-08-21,261640,True,2015,1
mossizaza2611,2013-12-13,440,True,2013,2
76561198006560154,2014-02-20,13600,True,2014,1
76561198065730591,2015-09-27,231430,True,2015,1
birdsrule,2014-05-01,51100,False,2014,0
Russia-,2014-06-27,4000,True,2014,0
Priv4tejeej,2015-07-17,346110,True,2015,1
76561198065439231,2014-12-12,8930,True,2014,2
76561198067170839,2013-01-18,4920,True,2013,1
manuelflynn,2014-06-24,207610,True,2014,2
manuelflynn,2015-06-15,239820,True,2015,2
76561198104126159,2015-12-29,230410,True,2015,2
Mizuotoshi,2014-07-31,240,True,2014,2
Mizuotoshi,2014-07-12,221380,True,2014,2
76561198078833521,2014-06-24,265630,True,2014,2
76561198078833521,2013-09-08,8190,True,2013,2
BJEXHOOP,2014-03-07,730,True,2014,1
76561198024889385,2014-12-21,227300,True,2014,2
bl00dlock,2014-01-02,212800,True,2014,1
bl00dlock,2014-01-23,570,True,2014,2
BlackTheKing,2015-11-09,317400,True,2015,1
BlackTheKing,2015-08-23,730,True,2015,2
BlackTheKing,2015-06-23,208650,True,2015,1
76561198065603460,2014-09-11,200210,True,2014,2
76561198091133921,2015-12-10,730,True,2015,1
76561198091133921,2015-12-15,105600,True,2015,1
noonzy,2013-12-01,24240,True,2013,2
friendlyBlackm,2014-06-26,253710,False,2014,1
friendlyBlackm,2015-06-01,284160,True,2015,1
friendlyBlackm,2014-06-26,233720,True,2014,1
friendlyBlackm,2014-01-24,105600,True,2014,2
friendlyBlackm,2012-12-18,99900,True,2012,1
BlackadderV,2014-07-14,221380,True,2014,2
BlackadderV,2012-02-13,8190,True,2012,0
BlackadderV,2014-07-14,221380,True,2014,2
BlackadderV,2012-02-13,8190,True,2012,0
76561198007317042,2014-01-05,209000,True,2014,1
76561198007317042,2012-08-24,440,True,2012,2
76561198007317042,2012-07-12,8930,True,2012,2
76561198007317042,2012-02-17,21970,True,2012,1
76561198007317042,2011-07-22,42910,True,2011,1
76561198062271952,2015-05-08,250900,True,2015,0
BlackBird252L,2014-08-16,302270,True,2014,1
BlackFangAU,2014-10-12,241930,True,2014,0
BlackFangAU,2014-02-22,209160,True,2014,2
76561198058156706,2014-06-08,104900,True,2014,1
76561198070943489,2014-01-03,72850,True,2014,2
76561198070943489,2014-01-03,107410,True,2014,2
76561198070943489,2014-05-03,221100,True,2014,1
Kevin_F,2015-10-21,324570,False,2015,1
Kevin_F,2015-12-09,243870,False,2015,0
Kevin_F,2015-12-02,570,True,2015,1
Kevin_F,2015-10-20,252950,True,2015,2
Kevin_F,2015-01-15,440,True,2015,1
76561198082591639,2014-07-07,108600,True,2014,0
76561198082591639,2014-07-07,8930,True,2014,1
76561198082591639,2014-06-29,219150,True,2014,1
76561198082591639,2014-06-29,200260,True,2014,1
76561198082591639,2014-06-29,1840,True,2014,1
VilePurple,2015-08-15,225080,True,2015,2
wcLorent,2014-01-20,102820,False,2014,0
wcLorent,2014-07-16,236430,True,2014,1
wcLorent,2015-12-26,377160,True,2015,1
wcLorent,2015-02-08,203160,True,2015,0
wcLorent,2014-07-12,570,True,2014,2
wcLorent,2014-02-17,113020,True,2014,2
wallopin-websnappers,2015-04-09,323470,True,2015,1
wallopin-websnappers,2015-07-31,265930,True,2015,0
76561198078072214,2014-04-23,222900,True,2014,2
godblazeyou,2014-03-19,209160,True,2014,1
godblazeyou,2014-09-30,228400,True,2014,1
godblazeyou,2014-06-22,234310,True,2014,2
76561198084051373,2015-01-30,4000,True,2015,1
76561198084051373,2015-01-29,440,True,2015,2
76561198084051373,2015-11-11,377160,True,2015,1
76561198180009299,2015-07-16,346110,False,2015,1
76561198180009299,2015-09-19,55230,True,2015,2
76561198180009299,2015-07-24,332310,True,2015,1
76561198180009299,2015-08-17,211720,True,2015,1
76561198091128519,2014-06-26,440,True,2014,1
76561198091128519,2014-06-28,104900,False,2014,0
76561198091128519,2014-06-27,204360,True,2014,1
BleachedBatman,2013-12-04,211820,True,2013,2
BleachedBatman,2014-03-21,72850,True,2014,2
MrRoyalRhino,2014-04-07,211820,True,2014,1
76561198082494813,2014-11-18,211820,True,2014,1
BlindR3alm,2013-08-19,91900,True,2013,2
ooblinkoo,2014-06-28,260510,False,2014,1
ooblinkoo,2014-07-27,237990,True,2014,1
BlippX1,2015-11-27,377160,True,2015,1
BlippX1,2013-01-23,4000,True,2013,1
BlippX1,2015-12-10,107410,True,2015,2
76561198066905830,2015-11-01,4000,True,2015,1
BeyondBlitz,2013-12-13,17580,True,2013,1
76561198088724903,2013-11-25,570,True,2013,1
Blood_and_Bone,2015-03-24,51100,False,2015,1
Blood_and_Bone,2015-08-30,375950,True,2015,1
Bloodknight132,2014-06-25,265630,True,2014,0
Bloodknight132,2015-01-15,570,True,2015,1
empoleous,2015-10-05,225140,True,2015,2
bloodspilla,2015-03-02,323470,True,2015,1
bloodspilla,2015-02-09,303390,True,2015,1
bloodspilla,2014-12-31,251570,False,2014,1
bloodspilla,2013-12-29,250400,True,2013,2
bloodyjak,2014-09-27,211420,True,2014,1
bloodyjak,2014-07-09,241540,True,2014,1
bloodyjak,2014-07-09,242050,True,2014,2
bloodyjak,2014-01-01,220240,True,2014,1
bloodyjak,2013-10-18,200260,True,2013,1
bloodyjak,2011-06-02,105400,False,2011,1
blue76gaming,2015-03-23,270490,True,2015,1
blue76gaming,2014-08-29,96000,True,2014,1
BACONNOMNOM,2015-03-27,21690,True,2015,1
BACONNOMNOM,2014-12-20,331440,False,2014,1
ClaireBunny,2015-07-02,72850,True,2015,2
sw00dd00d,2014-01-14,236090,True,2014,1
76561198070262563,2015-05-21,313120,True,2015,1
BlueYuY,2015-06-06,252490,True,2015,1
BlueYuY,2015-09-28,107410,True,2015,2
BlueYuY,2015-07-13,221100,True,2015,1
BlueDragonOfficial,2014-10-13,324120,True,2014,2
BlueDragonOfficial,2014-04-22,209670,True,2014,1
BlueDragonOfficial,2015-12-18,331500,True,2015,1
BlueDragonOfficial,2015-12-02,225540,True,2015,1
BlueDragonOfficial,2015-08-03,335330,False,2015,1
BlueDragonOfficial,2014-08-06,39000,True,2014,1
76561198042163355,2013-12-12,24010,True,2013,2
76561198042163355,2014-01-20,209080,True,2014,1
76561198042163355,2014-08-02,301520,True,2014,1
76561198042163355,2014-06-15,251060,True,2014,2
76561198042163355,2014-04-20,44350,False,2014,1
76561198042163355,2014-02-01,208090,False,2014,1
76561198042163355,2014-01-02,241540,True,2014,1
blupear,2014-03-01,244930,True,2014,1
Tayloki,2015-04-20,344760,True,2015,2
76561198101689269,2014-04-16,243870,True,2014,2
76561198101689269,2014-09-24,243970,True,2014,2
76561198080194046,2015-07-15,440,True,2015,1
Bluewolf279,2015-07-10,244850,True,2015,2
Bluewolf279,2015-06-08,228300,True,2015,2
TheOnlyBluey,2015-03-17,34900,True,2015,2
TheFakeLeafy,2014-12-08,265630,True,2014,1
TheFakeLeafy,2015-07-04,333930,True,2015,1
76561198125535440,2015-06-06,440,True,2015,2
BluTak,2014-05-07,230410,True,2014,1
BluTak,2011-07-04,99900,True,2011,1
akmale,2014-02-12,230410,True,2014,2
akmale,2014-02-12,440,True,2014,2
DjPhoon,2013-03-23,4000,True,2013,1
DjPhoon,2013-10-31,730,True,2013,1
DjPhoon,2013-04-03,550,True,2013,2
76561198060068927,2014-03-02,222880,True,2014,0
boaty7_3_21,2015-12-02,418340,True,2015,1
boaty7_3_21,2014-10-14,218170,True,2014,2
mlgfolkie,2015-04-15,282070,True,2015,1
mini_guy1,2015-12-21,377160,True,2015,1
mini_guy1,2015-12-29,49520,True,2015,1
mini_guy1,2015-07-01,570,True,2015,1
mini_guy1,2015-01-03,4000,True,2015,1
kaiqueszan,2015-12-11,208090,True,2015,1
rooneywatson,2015-06-22,238460,True,2015,0
rooneywatson,2015-06-22,107410,True,2015,0
rooneywatson,2015-06-22,105600,True,2015,1
rooneywatson,2015-06-05,22300,True,2015,0
76561198095184401,2015-05-10,265930,True,2015,1
76561198095184401,2015-05-09,304930,True,2015,2
76561198095184401,2014-10-07,274190,True,2014,2
WhyAreYouGoingOnToMyProfile,2014-06-21,236390,True,2014,2
WhyAreYouGoingOnToMyProfile,2015-08-29,23490,False,2015,0
blakey700,2015-10-17,35420,True,2015,1
76561198055117884,2015-11-19,384300,True,2015,1
76561198055117884,2015-04-01,225080,True,2015,1
76561198051623381,2014-04-26,234490,True,2014,1
76561198051623381,2015-01-17,227940,True,2015,1
KotomiBestCharacter,2014-07-07,295730,True,2014,1
KotomiBestCharacter,2015-07-11,730,True,2015,1
KotomiBestCharacter,2014-09-28,264200,True,2014,1
Bogers69,2013-01-17,207610,True,2013,1
nbohlsen,2014-01-05,208140,True,2014,1
nbohlsen,2014-03-23,238010,True,2014,1
nbohlsen,2013-08-10,209080,True,2013,1
GreasyGreg,2015-01-06,570,True,2015,1
GreasyGreg,2014-01-28,211820,True,2014,1
boldboulder,2015-06-14,730,True,2015,1
blTaaaa,2015-07-01,730,True,2015,1
76561198047613547,2013-01-12,22380,True,2013,1
BomberThink,2013-11-25,233840,True,2013,1
BomberThink,2014-01-31,211820,True,2014,1
GOFUCKYOURSELFYOULILCUNT,2015-10-10,324080,True,2015,1
76561198064582506,2014-08-01,226700,False,2014,1
76561198064582506,2014-06-22,730,True,2014,2
76561198064582506,2014-04-26,211820,True,2014,1
76561198064582506,2013-12-18,221100,True,2013,1
76561198064582506,2013-11-27,33930,True,2013,1
friarfuck,2014-10-01,244850,True,2014,1
friarfuck,2014-12-19,263760,True,2014,1
friarfuck,2014-12-19,220260,True,2014,1
friarfuck,2014-08-28,104900,True,2014,1
friarfuck,2013-12-03,17430,True,2013,1
76561198092373642,2015-01-30,226700,False,2015,1
scrubnauts_,2014-11-14,219740,True,2014,1
scrubnauts_,2014-05-21,105600,True,2014,2
76561198083799893,2015-07-28,730,True,2015,1
76561198083799893,2015-07-28,730,True,2015,1
76561198094161460,2013-06-27,42910,True,2013,2
76561198061172661,2014-06-12,4000,True,2014,2
76561198061172661,2014-01-15,12210,True,2014,2
POOFTARINO,2014-05-31,252490,True,2014,2
POOFTARINO,2014-01-18,620,True,2014,1
POOFTARINO,2014-01-04,238320,True,2014,1
POOFTARINO,2013-12-30,550,True,2013,1
POOFTARINO,2013-11-29,4000,True,2013,1
POOFTARINO,2013-12-31,8190,True,2013,1
76561198069183109,2014-02-12,32800,True,2014,0
76561198051264518,2014-02-15,7670,True,2014,0
76561198051264518,2014-12-14,250900,True,2014,1
giveyouagoodlink,2015-09-01,244590,True,2015,2
giveyouagoodlink,2015-07-27,204080,False,2015,1
Vri404,2013-12-12,2700,True,2013,1
Vri404,2014-02-02,211500,False,2014,1
Vri404,2015-09-14,293760,True,2015,1
Vri404,2015-02-07,282070,True,2015,1
GN1,2015-12-01,417860,True,2015,1
76561198121814642,2015-05-07,6020,True,2015,1
76561198121814642,2014-07-03,244850,True,2014,0
gamername13,2015-01-30,252490,True,2015,1
gamername13,2014-11-17,4000,True,2014,1
hemphill,2013-12-27,24240,True,2013,1
bowedstar,2013-12-25,99900,True,2013,1
bowedstar,2015-04-05,730,True,2015,1
bowedstar,2015-03-21,304930,True,2015,1
bowedstar,2014-12-19,319510,True,2014,1
76561198098657376,2015-12-23,303210,True,2015,1
bow47,2015-03-29,43110,True,2015,1
bow47,2014-12-18,335330,False,2014,1
bow47,2014-09-17,43160,True,2014,1
76561198009636321,2015-08-10,207140,False,2015,0
numlach,2015-12-01,440,True,2015,1
BoxMatrix,2013-12-20,207610,True,2013,1
76561198057803852,2015-05-13,570,True,2015,2
76561198108079787,2013-12-03,43160,True,2013,2
76561197972384083,2013-12-06,49520,True,2013,2
12345678901234567890123456567890,2015-05-14,226860,True,2015,1
12345678901234567890123456567890,2014-08-19,48700,True,2014,0
12345678901234567890123456567890,2014-06-24,220200,True,2014,2
12345678901234567890123456567890,2015-08-28,253710,False,2015,0
12345678901234567890123456567890,2015-03-26,354240,True,2015,1
12345678901234567890123456567890,2015-11-05,391540,True,2015,1
12345678901234567890123456567890,2014-11-28,218620,True,2014,0
76561198058324609,2015-06-05,363970,True,2015,1
76561198058324609,2013-12-14,109600,True,2013,1
SDAFAWRFGRSEG,2014-06-21,730,True,2014,1
SDAFAWRFGRSEG,2015-11-05,252490,True,2015,1
SDAFAWRFGRSEG,2015-04-08,620,True,2015,1
76561198073933737,2014-10-05,440,True,2014,2
brat81,2012-06-30,12430,True,2012,0
brat81,2012-07-15,3483,True,2012,2
brat81,2012-01-02,55110,True,2012,2
brat81,2011-07-09,12220,True,2011,2
bravebird1932,2015-05-10,323370,True,2015,2
76561198070070375,2014-09-06,230410,True,2014,1
brdzi,2015-08-27,295110,True,2015,1
brdzi,2015-06-06,730,True,2015,1
suk_my_dik,2014-09-15,440,True,2014,1
76561198045946517,2015-12-11,570,True,2015,1
76561198045946517,2015-10-12,391540,True,2015,1
DopeOxide,2015-08-29,388520,False,2015,1
76561198084697240,2015-10-03,381120,True,2015,1
76561198084697240,2014-08-26,6020,True,2014,2
76561198084697240,2014-04-14,570,True,2014,1
76561198053916134,2013-12-27,247730,False,2013,0
76561198053916134,2014-07-08,550,False,2014,1
Brendomir,2013-03-26,230410,True,2013,1
Brendomir,2013-01-02,72850,True,2013,1
Brendomir,2012-09-18,209870,True,2012,2
Brendomir,2014-12-19,331440,False,2014,2
Brendomir,2014-04-24,236430,True,2014,2
Thatonecuntwiththeprofileandshit,2014-07-08,730,True,2014,1
76561198048246554,2014-08-16,259080,True,2014,2
76561198069400418,2013-12-25,242050,True,2013,2
76561197996426485,2014-10-17,241930,True,2014,1
76561197996426485,2014-06-20,220240,True,2014,1
The-Party,2015-12-15,34900,True,2015,1
The-Party,2015-08-13,22300,True,2015,1
The-Party,2015-05-28,297020,True,2015,1
janope,2014-07-10,730,True,2014,0
janope,2014-07-10,730,True,2014,0
76561198066638492,2014-06-06,211820,True,2014,2
76561198066638492,2014-05-23,218230,True,2014,2
rainbowducklings4lyf,2014-06-13,107100,True,2014,2
76561198095920833,2015-02-24,730,True,2015,1
76561198095920833,2014-12-21,260230,True,2014,0
76561198095920833,2015-06-06,34010,True,2015,1
76561198095920833,2015-01-05,440,True,2015,1
76561198095920833,2014-12-10,218230,True,2014,1
76561198095920833,2014-07-12,48700,True,2014,2
76561198095920833,2014-06-27,49520,True,2014,0
76561198097758931,2015-06-21,730,True,2015,1
BABBYMAN,2015-03-13,211420,True,2015,0
BABBYMAN,2014-12-13,258970,False,2014,0
Brocolie8,2015-03-31,730,True,2015,1
Brocolie8,2015-01-19,233250,True,2015,1
Brocolie8,2015-01-22,248820,True,2015,2
Brocolie8,2015-01-19,33930,True,2015,1
kingholica,2014-05-24,107410,True,2014,1
BrodyL12,2013-11-28,227680,False,2013,0
BrodyL12,2013-11-28,236510,False,2013,1
BrodyL12,2013-11-28,244850,True,2013,1
BrodyL12,2012-07-20,12900,True,2012,1
BrodyL12,2011-08-14,220,True,2011,1
BrodyL12,2013-11-25,440,True,2013,2
BrodyL12,2013-11-28,24240,False,2013,1
BrodyL12,2015-04-25,72850,True,2015,2
Brojomojo,2014-06-20,265930,True,2014,1
Brojomojo,2014-08-15,440,False,2014,0
76561198063199558,2014-02-15,440,True,2014,1
76561198063199558,2015-01-30,242680,True,2015,2
76561198063199558,2014-08-12,239030,True,2014,1
76561198063199558,2014-01-10,219830,True,2014,2
hfoxy,2015-06-12,219640,True,2015,1
76561198055070495,2015-06-27,346900,True,2015,0
76561198055070495,2015-02-20,351570,True,2015,2
Bronx9146,2013-07-29,34330,True,2013,2
Bronx9146,2012-01-02,56400,True,2012,1
76561198108132163,2015-08-03,570,False,2015,0
76561198108132163,2014-12-18,230410,True,2014,2
broxce,2013-06-04,620,True,2013,2
broxce,2012-03-29,440,True,2012,2
brsajo,2015-12-23,391540,True,2015,2
xtomx_freedom,2014-06-07,63380,True,2014,1
xtomx_freedom,2014-01-03,570,True,2014,1
xtomx_freedom,2014-01-03,218230,True,2014,1
xtomx_freedom,2014-06-07,730,True,2014,1
xtomx_freedom,2014-01-03,113400,True,2014,1
xtomx_freedom,2014-01-03,550,True,2014,2
xtomx_freedom,2014-01-02,440,True,2014,1
76561198041149604,2015-04-21,203160,True,2015,1
76561198041149604,2014-06-22,440,True,2014,2
76561198028042361,2013-11-28,570,True,2013,1
bryan4085,2014-04-26,207230,True,2014,1
bryan4085,2014-12-16,24240,True,2014,1
bryan4085,2013-07-18,440,True,2013,2
bryan4085,2014-01-28,200210,True,2014,2
76561198052831153,2014-05-19,221100,True,2014,2
76561198052831153,2015-02-08,313120,True,2015,1
76561198052831153,2014-11-21,242760,True,2014,1
76561198052831153,2015-04-01,316410,True,2015,2
76561198052831153,2014-12-08,261640,True,2014,1
76561198052831153,2015-04-15,280180,True,2015,2
76561198052831153,2014-08-02,253710,True,2014,2
76561198052831153,2014-07-05,218620,True,2014,2
76561198060429887,2015-01-28,72850,True,2015,0
76561198060429887,2014-05-10,8870,True,2014,2
76561198060429887,2015-10-17,304930,False,2015,1
76561198060429887,2015-10-21,319630,True,2015,2
btz2020,2015-12-05,105600,True,2015,1
btz2020,2014-06-29,1840,True,2014,1
76561198079705633,2015-01-23,335330,False,2015,0
76561198079705633,2015-02-17,302830,False,2015,1
76561198079705633,2014-06-15,206210,True,2014,1
76561198079705633,2013-09-25,440,True,2013,1
76561198085144241,2014-05-14,440,True,2014,2
76561198069465728,2015-08-05,252950,True,2015,2
76561198069465728,2014-11-12,238090,True,2014,2
budgiethesmuggler,2015-01-28,313120,True,2015,1
budgiethesmuggler,2014-04-15,218620,True,2014,2
76561198081938549,2015-03-20,233450,True,2015,1
budniak1,2014-09-21,304930,True,2014,1
bRNSHITUP,2015-05-02,730,True,2015,1
tinbgr,2015-01-25,252490,True,2015,1
tinbgr,2014-11-02,218620,True,2014,2
tinbgr,2013-11-29,242800,True,2013,2
tinbgr,2014-12-01,220700,True,2014,2
tinbgr,2014-01-01,219150,True,2014,1
Unclehamisawesome,2015-08-07,730,True,2015,0
